id,name,source,location,date,rating,comment
google_California_Gym_Centre_Urbain_Nord_Hatem_Hamdi_01_11_2025,Hatem Hamdi,Google Maps,California Gym Centre Urbain Nord,01-11-2025,2,"Bonjour/Bonsoir Est ce que l'administration/la direction est au courant de la condition insalubre et l'état détérioré et dégoutant des douches des vestiaires pour hommes? Si Non, c'est très grave Si Oui, c'est encore pire Je suis pas un expert, mais un petit coup de maintenance ne peut pas être aussi compliqué. 1. Démonter les séparations en bois (4 heures/worker) 2. Un bon coup de nettoyage en Kärcher en appliquant des produits de désinfection et nettoyant Mir et par-terre (allez 8 heures max/worker) 3. Démonter les douches et les remplacer par des nouvelles (4 heures max/worker) 4. Monter la nouvelle séparation. Peut-être pas en bois cette fois-ci pour éviter les moisissures ? ;) (8 heures max/worker) En total, pour un seul vestiaire, ça coûtera 24 heures par travailleur. En embauchant 2 travailleurs cela nous mène à 12 heures chaque, 3 travailleurs vous coûtera 8 heures chaque. Quant au financement, je pense pas que c'est la mer à boire pour un Gym de cette renommée, surtout en voyant le prix des abos ;) Vive le sport mais surtout vive la propreté et l’hygiène! Cordialement"
google_California_Gym_Centre_Urbain_Nord_M_GHIRBI_Abdelwaheb_03_08_2025,M'GHIRBI Abdelwaheb,Google Maps,California Gym Centre Urbain Nord,03-08-2025,1,Un grand flop. On fait un abonnement annuel avec prélèvement bancaire automatique et on ne peut résilier le contrat qu'avec une lettre recommandée. On est en 2025 comme même. C'est pour ça califonia gym n'est plus numéro 1
google_California_Gym_Centre_Urbain_Nord_Simon_La_17_11_2025,Simon La,Google Maps,California Gym Centre Urbain Nord,17-11-2025,5,Très beau gym. Personnel très gentil.
google_California_Gym_Centre_Urbain_Nord_Imed_02_12_2023,Imed,Google Maps,California Gym Centre Urbain Nord,02-12-2023,1,"La moitié des machines est défectueuse ! Aucune maintenance, absence totale d’entretien … Fuite de toiture …"
google_California_Gym_Centre_Urbain_Nord_Youssef_Mhamdi_03_08_2025,Youssef Mhamdi,Google Maps,California Gym Centre Urbain Nord,03-08-2025,5,GRANDE salle de sport. La piscine est très propre et fait environ 25 mètres.
google_California_Gym_Centre_Urbain_Nord_HICHEM_ben_BECHIR_01_12_2024,HICHEM ben BECHIR,Google Maps,California Gym Centre Urbain Nord,01-12-2024,3,"California Gym est une bonne salle, notamment pour la diversité du matériel et la possibilité d'accéder à plusieurs salles en même temps, ce qui est vraiment génial. Cependant, j'ai un problème avec les coachs. Ils ne sont pas très disponibles ni chaleureux, et manquent parfois de professionnalisme. Leur intervention semble être payante, ce qui peut être compréhensible, mais cela ne justifie pas leur attitude distante. En tant que client, j'aurais aimé un accueil plus chaleureux et un engagement plus professionnel de leur part. Bien que les coachs puissent apporter de l'aide et des conseils, ils évitent souvent de regarder ou d'interagir avec les clients, ce qui est dommage. À mon avis, c'est le seul point négatif dans ces salles de sport."
google_California_Gym_Centre_Urbain_Nord_Omayma_Rousseau_01_12_2024,Omayma Rousseau,Google Maps,California Gym Centre Urbain Nord,01-12-2024,1,"J’ai le malheur de m’inscrire dans cette( salle de sport )!! douche avec présence de moisissures, énormément d’abonnés pour très peu de matériel Climatisation qui vous fuit sur la tête… Hygiène douteuse dans l ensemble . Pour 220 dt je trouve ça vraiment irrespectueux A fuir absolument !!!"
google_California_Gym_Centre_Urbain_Nord_Karim_Ben_Ma_z_02_12_2023,Karim Ben Maïz,Google Maps,California Gym Centre Urbain Nord,02-12-2023,1,Une pure arnaque... Je m'y étais inscrit pour me détendre et me remettre en forme. Abonnement de 3 mois à 480 dinars. J'y suis allé deux fois. Pourquoi ? Tous simplement qu'à 18h30 on doit faire entre 10 et 15 minutes d'attente entre les machines... Tu parles d'une détente. Je déconseille vivement.
google_California_Gym_Centre_Urbain_Nord_amani_younsi_01_12_2024,amani younsi,Google Maps,California Gym Centre Urbain Nord,01-12-2024,5,"Un grand bravo pour les clubs California Gym et une mention spéciale pour California Gym lac1. L’ambiance est magnifique, tous les employés sont très aimables sans exception. Les coachs des plateaux ainsi que les coachs des cours sont très compétents . Je viens de remercier le responsable Malek pour son professionnalisme de gestion du club. Sans oublier la femme de ménages Fatouma qui est en train de faire un grand effort pour la propreté de la salle. Bravo et bonne continuation."
google_California_Gym_Centre_Urbain_Nord_Malek_Meddeb_02_12_2023,Malek Meddeb,Google Maps,California Gym Centre Urbain Nord,02-12-2023,3,Une séance d’essai à 35dt c’est du vol. Surtout pour que ce soit plein à 14h et qu’il manque un rack à squat. Je comprends pas comment une salle avec une telle superficie puisse avoir aussi peu de machines.
google_California_Gym_Centre_Urbain_Nord_maazaoui_rayan_01_12_2024,maazaoui rayan,Google Maps,California Gym Centre Urbain Nord,01-12-2024,5,Je tiens à remercier le manager M. Malek ainsi que les deux coachs Nasreddine et surtout Farid de la salle California Gym Lac 1 pour leur excellent travail avec moi et mes collègues.
google_California_Gym_Centre_Urbain_Nord_Haifa_Ben_Messaoud_02_12_2023,Haifa Ben Messaoud,Google Maps,California Gym Centre Urbain Nord,02-12-2023,3,le materiel pour la cardio est top. Celui de la musculation est trop vieux. Les adhérents de cette salle en particulier n'ont pas d'esprit sportif chacun croit que le matériel lui appartient. Si on veut faire notre séance dans la bonne humeur il faut éviter les cours collectifs et les heures de pointe. Un autre bémol l'ascenseur est souvent en panne.
google_California_Gym_Centre_Urbain_Nord_Nebil_Hosni_03_12_2019,Nebil Hosni,Google Maps,California Gym Centre Urbain Nord,03-12-2019,4,Très bonne gestion des lieux juste plus d'efforts pour les détails parce que les gens font attention aux détails. Le personnel est bien choisi le matériel aussi il est au top il faut développer le coin vente des articles et pousser un peu la buvette les gens viennent à l'heure de la pause de midi ca serait bien qu'ils trouvent des choses à manger...Bravo bonne continuation
google_California_Gym_Centre_Urbain_Nord_H_dia_Mansour_02_12_2023,Hédia Mansour,Google Maps,California Gym Centre Urbain Nord,02-12-2023,5,"Franchement un endroit magnifique de détente et défoulement. Personnel au petit soin, sympathique et à l'écoute, coachs très qualifiés et surtout une hygiène remarquable. Bravo"
google_California_Gym_Centre_Urbain_Nord_hamdi_azak_01_12_2024,hamdi azak,Google Maps,California Gym Centre Urbain Nord,01-12-2024,3,Les coachs !!!! Un sourire ne fait pas de mal !! Je préfère de loin California la soukra ***** poli aimable et le responsable est toujours a l'écoute 🫡 …
google_California_Gym_Centre_Urbain_Nord_Ben_Bel_02_12_2023,Ben Bel,Google Maps,California Gym Centre Urbain Nord,02-12-2023,4,"Très belle salle de sport comme j’ai jamais vu Très immense, matériel diversifié en très bonne état, très organisée Elle abrite plusieurs salles : salle des cours pour body pump et body attack, une autre salle pour le CrossFit ainsi qu’une autre pour RPM sans oublier la piscine Cependant le comportement de certaines des réceptionnistes est à revoir Je tiens à saluer Mlle.Mayssa la coach du Body Attack, chapeau bas pour les deux magnifiques séances que j’ai effectué avec vous Je vous souhaite plein de succès"
google_California_Gym_Centre_Urbain_Nord_Mechri_Sabrine_03_12_2017,Mechri Sabrine,Google Maps,California Gym Centre Urbain Nord,03-12-2017,5,"Excellents coach, une équipe magnifique, sympathiques, grandes gentillesse, professionnels. Une grande salle de musculation des differentes salles pour les cours RPM, TRX..., salle Cross training, Piscine, et un club enfant, 4 vestiaires ( hommes, femmes ) Je parle de moi, si je fais un mauvais entraînement à un engin, tout de suite, je suis mise au courant par mon Coach (Med Hammouda) je le remercie infiniment et toute l équipe aussi !!"
google_California_Gym_Centre_Urbain_Nord_William_Lachiver_03_12_2018,William Lachiver,Google Maps,California Gym Centre Urbain Nord,03-12-2018,3,Une chaleur à mourir. On est en salle de sport. Donc un lieu où l'on est amené à avoir chaud. Sauf erreur il ne devait pas y avoir de clim. Le personnel est agréable et la salle plutôt propre. Le matériel était bien. Il y avait des particules blanches en suspension dans l'eau de la piscine.
google_California_Gym_Centre_Urbain_Nord_faten_et_said_masmoudi_02_12_2022,faten et said masmoudi,Google Maps,California Gym Centre Urbain Nord,02-12-2022,5,3 ans à CALIFORNIA GYM propreté excellente partout vestiaires douches piscines salle des cours matériel propreté sans faille QUALITE ELEVEE du matériel très vien entretenu coachs supers très professionnels accueil toujours parfait avec le sourire et la qsualite une gamme de sport très variées et un grand nombre de salle pour moi c un projet d'excellence pour ma retraite nB une requête est très vite prise en compte et solutionner Parfait
google_California_Gym_Centre_Urbain_Nord_Lotfi_Lotfi_01_12_2024,Lotfi Lotfi,Google Maps,California Gym Centre Urbain Nord,01-12-2024,5,Je suis tjr fier d'être a California gym lac 1 qui nous présente la bonne image et la bonne accueil bravo bravo el bonne continuation
google_California_Gym_Centre_Urbain_Nord_Choucha_01_12_2024,Choucha,Google Maps,California Gym Centre Urbain Nord,01-12-2024,5,"Très bon endroit pour évacuer votre stress Les coachs sont super très bonne ambiance, je recommande totalement"
google_California_Gym_Centre_Urbain_Nord_Mehrez_CHTOUROU_03_12_2019,Mehrez CHTOUROU,Google Maps,California Gym Centre Urbain Nord,03-12-2019,1,"Excellent acceuil, mais les coachs s'occupent uniquement par les femmes. Personnellement, j'ai payé un abonnement d'une année (blue) depuis 10 mois, j'y étais uniquement 2 fois... des réclamations sans suite...."
google_California_Gym_Centre_Urbain_Nord_Samy_BEN_AHJI_01_12_2024,Samy BEN AHJI,Google Maps,California Gym Centre Urbain Nord,01-12-2024,5,Excellente salle et des coachs toujours au service des adhérents. Excellent accueil à l’entrée.
google_California_Gym_Centre_Urbain_Nord_Karl_Miville_de_Chene_03_12_2016,Karl Miville de Chene,Google Maps,California Gym Centre Urbain Nord,03-12-2016,2,"Petit et achalandé. Le gérant est agréable. Il est difficile pour moi qui est plutôt sauvage, d'être à l'aise dans un si petit gym... Réflexion faites, on m'a donné le mauvais horaire lors de l'inscription (sans mentionner les coupures lors du Ramadan - et cela est incompatible à mon horaire). Tout est sale, les utilisateurs ne nettoient pas leurs machines (yeark!), le yoga se donne sur un beat hip-hop, dance. Bref pas pour moi. J'en ai parlé à une connaissance qui est cadre, cette dernière s'est sauvé de la conversation. Service client , déjà entendu parlé?"
google_California_Gym_Centre_Urbain_Nord_Karim_Msakni_02_12_2023,Karim Msakni,Google Maps,California Gym Centre Urbain Nord,02-12-2023,4,"Gros centre de fitness, bonne ambiance, piscine , juste à voir l entretien, des bancs de musculation ne sont plus stables ,les vestiaires commencent à avoir des signes de fatigue, sinon sympa usine de fitness"
google_California_Gym_Centre_Urbain_Nord_samar_kerkeni_jeribi_02_12_2023,samar kerkeni jeribi,Google Maps,California Gym Centre Urbain Nord,02-12-2023,3,la salle de centre urbain est très bien équipée. le seul probleme est que les baffle de la piscine ne fonctionnent pas et c'est dommage!
google_California_Gym_Centre_Urbain_Nord_Oumeyma_Mejbri_01_12_2024,Oumeyma Mejbri,Google Maps,California Gym Centre Urbain Nord,01-12-2024,5,"Personnel très accueillant, Coach Wissem tres attentif et toujours à l’écoute vous êtes les meilleurs ❤️❤️❤️❤️❤️❤️❤️"
google_California_Gym_Centre_Urbain_Nord_Jihed_Amari_01_11_2025,Jihed Amari,Google Maps,California Gym Centre Urbain Nord,01-11-2025,5,Merci pour votre service
google_California_Gym_Centre_Urbain_Nord_Iskander_Chagra_02_12_2023,Iskander Chagra,Google Maps,California Gym Centre Urbain Nord,02-12-2023,1,"A 40 degré et pas de climatiseur à la salle C'est pas compatible avec une telle salle prestigieuse, et ça se répète kol youm"
google_California_Gym_Centre_Urbain_Nord_skhiri_mhamed_02_12_2022,skhiri mhamed,Google Maps,California Gym Centre Urbain Nord,02-12-2022,4,Une salle de sport très conviviale et les coach sont agréables ça fait maintenant 13 ans que je la fréquente et je ne vais pas changer de sitôt
google_California_Gym_Centre_Urbain_Nord_rayen_ben_ghali_01_12_2024,rayen ben ghali,Google Maps,California Gym Centre Urbain Nord,01-12-2024,4,"Salle très propre, Matériels Professionnels et les Personnelles sont très chaleureux."
google_California_Gym_Centre_Urbain_Nord_Nahlita_Mohsen_02_12_2023,Nahlita Mohsen,Google Maps,California Gym Centre Urbain Nord,02-12-2023,5,"D'amélioration en amélioration. Les coachs sont excellents, l'ambiance est géniale. La propreté et la gestion des clubs y est remarquable !"
google_California_Gym_Centre_Urbain_Nord_Gargouri_Hamdi_02_12_2021,Gargouri Hamdi,Google Maps,California Gym Centre Urbain Nord,02-12-2021,2,"A eviter! Parking payant, ascenseur dans la plupart des temps en panne (La salle est dans le 7eme etage), materiel de musculation yeser ne9es (par contre barcha materiel fessiers!) Je donne deux etoiles pour les cours"
google_California_Gym_Centre_Urbain_Nord_Chabchoub_Mehdi_01_12_2024,Chabchoub Mehdi,Google Maps,California Gym Centre Urbain Nord,01-12-2024,5,"Très bonne ambiance, des coachs incroyables et une équipe formidable !!!"
google_California_Gym_Centre_Urbain_Nord_Walid_Ben_Hassine_01_12_2024,Walid Ben Hassine,Google Maps,California Gym Centre Urbain Nord,01-12-2024,5,"Bravo à toute l'équipe du LAC1, très professionnel et trop gentil"
google_California_Gym_Centre_Urbain_Nord_dridi_ahmed_01_12_2024,dridi ahmed,Google Maps,California Gym Centre Urbain Nord,01-12-2024,5,Une salle tres proposer personnel top je la recommande vivement cette salle california les berges du lac 1
google_California_Gym_Centre_Urbain_Nord_Ali_03_12_2018,Ali,Google Maps,California Gym Centre Urbain Nord,03-12-2018,3,"C'est une bonne salle de sport avec un excellent matériel.Le seul probleme est que le staff n'est pas très chaleureux,voir parfois désagréable."
google_California_Gym_Centre_Urbain_Nord_Ghada_MZID_02_12_2021,Ghada MZID,Google Maps,California Gym Centre Urbain Nord,02-12-2021,2,"tout est top, sauf la sono dans la salle RPM qui est mauvaise :'( j'espere que ça changera bientot parcequ'on aime bien le RPM"
google_California_Gym_Centre_Urbain_Nord_karim_gharbi_02_12_2023,karim gharbi,Google Maps,California Gym Centre Urbain Nord,02-12-2023,5,"Très belle salle se sport, les prix sont relativement chers..."
google_California_Gym_Centre_Urbain_Nord_aida_hajbi_03_12_2019,aida hajbi,Google Maps,California Gym Centre Urbain Nord,03-12-2019,4,Tres bonne salle de sport.il y a tout se dont on a besoin 3 salles dd cours vaporium spa ....
google_California_Gym_Centre_Urbain_Nord_Najet_Bouzidi_02_12_2023,Najet Bouzidi,Google Maps,California Gym Centre Urbain Nord,02-12-2023,4,Bon emplacement et parking spacieux mais la salle est pas Top
google_California_Gym_Centre_Urbain_Nord_Yosr_L_K_02_12_2021,Yosr L-K,Google Maps,California Gym Centre Urbain Nord,02-12-2021,5,Service professionnel et très propre. Les toilettes restent à désirer et manquent énormément d'entretien.
google_California_Gym_Centre_Urbain_Nord_Ahmed_Bechir_Ben_Yahmed_03_12_2019,Ahmed Bechir Ben Yahmed,Google Maps,California Gym Centre Urbain Nord,03-12-2019,3,"Toujours plein à craquer, j’ai essayé tous les horaires presque et toujours la même chose Vestiaire limite limite Point positif : parking sur 6 étages"
google_California_Gym_Centre_Urbain_Nord_chaima_yahyaoui_01_12_2024,chaima yahyaoui,Google Maps,California Gym Centre Urbain Nord,01-12-2024,5,Bravo équipe California gym lac 1 bon continuation
google_California_Gym_Centre_Urbain_Nord_Th__Ah__02_12_2022,Th. Ah.,Google Maps,California Gym Centre Urbain Nord,02-12-2022,5,Top top top! Mention spéciale pour la propreté de la salle ennasr bravo à toute l'équipe
google_California_Gym_Centre_Urbain_Nord_Abone_Cool_01_11_2025,Abone Cool,Google Maps,California Gym Centre Urbain Nord,01-11-2025,5,bon service
google_California_Gym_Centre_Urbain_Nord_Ridha_SAADAOUI_02_12_2020,Ridha SAADAOUI,Google Maps,California Gym Centre Urbain Nord,02-12-2020,4,Meilleur salle de sport avec toutes les disciplines même la natation. je recommande
google_California_Gym_Centre_Urbain_Nord_Marwene_Grassa__Grassilus__02_12_2020,Marwene Grassa (Grassilus),Google Maps,California Gym Centre Urbain Nord,02-12-2020,5,Salle de sport / fitness complète avec tout le matériel dont a besoin un sportif / 5 salles de cours / piscine / salle RPM /petit snack / vestiaires / douches / sauna / vaporium ..
google_California_Gym_Centre_Urbain_Nord_Nejib_HACHAICHI_02_12_2022,Nejib HACHAICHI,Google Maps,California Gym Centre Urbain Nord,02-12-2022,4,"Merci pour l'accueil, c'était très propre avec un agréable service."
google_California_Gym_Centre_Urbain_Nord_FoDo_Gamer_02_12_2020,FoDo Gamer,Google Maps,California Gym Centre Urbain Nord,02-12-2020,2,"pas d'espace pour bien s’entraîner et il est trop petit, pas grand chose a dire!"
google_California_Gym_Centre_Urbain_Nord_EMNA_AMRI_01_12_2024,EMNA AMRI,Google Maps,California Gym Centre Urbain Nord,01-12-2024,5,Merci a la conseillere Safa . Tres gentil tres aimable
google_California_Gym_Centre_Urbain_Nord_Ahmed_Mliki_02_12_2023,Ahmed Mliki,Google Maps,California Gym Centre Urbain Nord,02-12-2023,3,La salle est toujours pleine à craquer surtout le soir...
google_California_Gym_Centre_Urbain_Nord_Faycel_Hamza_03_12_2018,Faycel Hamza,Google Maps,California Gym Centre Urbain Nord,03-12-2018,5,"Salle impec , matériel aussi , dommage par contre qu'elle ferme à 21h30 ..."
google_California_Gym_Centre_Urbain_Nord_Sami_Seghir_01_12_2024,Sami Seghir,Google Maps,California Gym Centre Urbain Nord,01-12-2024,5,"Salle très propre, Matériels Professionnels et les Personnelles sont très chaleureux."
google_California_Gym_Centre_Urbain_Nord_bahia_nar_02_12_2022,bahia nar,Google Maps,California Gym Centre Urbain Nord,02-12-2022,5,Grand espace très agréable et lumineux surtout du côté des tapis
google_California_Gym_Centre_Urbain_Nord_Brahim_Helali_03_12_2018,Brahim Helali,Google Maps,California Gym Centre Urbain Nord,03-12-2018,5,"Très bonne salle, matériel rénové c'est TOP"
google_California_Gym_Centre_Urbain_Nord_bourouba_rami_01_12_2024,bourouba rami,Google Maps,California Gym Centre Urbain Nord,01-12-2024,5,Merci beaucoup L’equipe acceuil cun ❤️❤️
google_California_Gym_Centre_Urbain_Nord_khalil_tarhouni_02_12_2022,khalil tarhouni,Google Maps,California Gym Centre Urbain Nord,02-12-2022,4,La base. Matos se dégrade petit à petit mais ça reste la meilleure option sur le marché
google_California_Gym_Centre_Urbain_Nord_Claude_LACARRIERE_02_12_2023,Claude LACARRIERE,Google Maps,California Gym Centre Urbain Nord,02-12-2023,5,"C'était la première fois, les coaches sont super"
google_California_Gym_Centre_Urbain_Nord_Borhene_Boubaker_03_12_2017,Borhene Boubaker,Google Maps,California Gym Centre Urbain Nord,03-12-2017,5,salle de sport très acceuillante et bien equipeé
google_California_Gym_Centre_Urbain_Nord_Mourad_Z_01_12_2024,Mourad Z,Google Maps,California Gym Centre Urbain Nord,01-12-2024,1,Matériels manquants Trop cher Mauvaise clientèle Mauvaise gestion
google_California_Gym_Centre_Urbain_Nord_Saif_Mahmoud_03_12_2018,Saif Mahmoud,Google Maps,California Gym Centre Urbain Nord,03-12-2018,4,"Horaires de fermetures très rigides, bon dans l'ensemble"
google_California_Gym_Centre_Urbain_Nord_Yassine_Khelifi_02_12_2023,Yassine Khelifi,Google Maps,California Gym Centre Urbain Nord,02-12-2023,1,La plus pire des salle des sports en termes de musculation
google_California_Gym_Centre_Urbain_Nord_Nahla_Amrouche_03_12_2017,Nahla Amrouche,Google Maps,California Gym Centre Urbain Nord,03-12-2017,4,petite mais on s'y habitue ..de bons cours et coachs
google_California_Gym_Centre_Urbain_Nord_Bahe_Ghalmi_03_12_2018,Bahe Ghalmi,Google Maps,California Gym Centre Urbain Nord,03-12-2018,5,La meilleur destination pour ceux qui veux pratiquer le sport 💪🏻 …
google_California_Gym_Centre_Urbain_Nord_Lawali_Omar_03_12_2019,Lawali Omar,Google Maps,California Gym Centre Urbain Nord,03-12-2019,5,L'une des meilleures salle de gym en Tunisie je conseille fortement
google_California_Gym_Centre_Urbain_Nord_Mourid_Smida_04_12_2012,Mourid Smida,Google Maps,California Gym Centre Urbain Nord,04-12-2012,5,C'est la meilleure salle de sport en Tunisie.
google_California_Gym_Centre_Urbain_Nord_Ghazi_BEJAOUI_02_12_2020,Ghazi BEJAOUI,Google Maps,California Gym Centre Urbain Nord,02-12-2020,4,"Excellent centre de remise en forme , disponible dans plusieurs ville"
google_California_Gym_Centre_Urbain_Nord_NIGHTSUN_02_12_2023,NIGHTSUN,Google Maps,California Gym Centre Urbain Nord,02-12-2023,4,Rempli a toute heure mais très qualitatif
google_California_Gym_Centre_Urbain_Nord_Mohamed_Salem_Mejri_01_12_2024,Mohamed Salem Mejri,Google Maps,California Gym Centre Urbain Nord,01-12-2024,4,Très belle expérience
google_California_Gym_Centre_Urbain_Nord_Raouaa_chammakhi_02_12_2020,Raouaa chammakhi,Google Maps,California Gym Centre Urbain Nord,02-12-2020,5,Inchalla iji nhar w netrena fiha Sallle très professionnel
google_California_Gym_Centre_Urbain_Nord_Hidoussi_Ayoub_03_12_2017,Hidoussi Ayoub,Google Maps,California Gym Centre Urbain Nord,03-12-2017,5,CALIFORNIA GYM expert fitness et remise en forme en Tunisie
google_California_Gym_Centre_Urbain_Nord_B_lh_di_Imen_02_12_2023,Bélhèdi Imen,Google Maps,California Gym Centre Urbain Nord,02-12-2023,1,Atroce. Capitalisme dans toute sa puissance!!
google_California_Gym_Centre_Urbain_Nord_sadok_gr_01_12_2024,sadok gr,Google Maps,California Gym Centre Urbain Nord,01-12-2024,5,Bravo Equipe California gym lac1
google_California_Gym_Centre_Urbain_Nord_Helmi_HASSINE_04_06_2025,Helmi HASSINE,Google Maps,California Gym Centre Urbain Nord,04-06-2025,4,Le meilleur centre
google_California_Gym_Centre_Urbain_Nord_Slimene_Fatma_03_12_2018,Slimene Fatma,Google Maps,California Gym Centre Urbain Nord,03-12-2018,4,Centre complet mais Petite piscine
google_California_Gym_Centre_Urbain_Nord_Mohamed_ali_Ben_ibrahim_02_12_2023,Mohamed ali Ben ibrahim,Google Maps,California Gym Centre Urbain Nord,02-12-2023,5,Très Bien
google_California_Gym_Centre_Urbain_Nord_marwen_turki_03_12_2018,marwen turki,Google Maps,California Gym Centre Urbain Nord,03-12-2018,5,Excellent place pour gym
google_California_Gym_Centre_Urbain_Nord_Hamed_Loukil_02_12_2022,Hamed Loukil,Google Maps,California Gym Centre Urbain Nord,02-12-2022,5,Parfaite juste un peu encombré au heures de pointes
google_California_Gym_Centre_Urbain_Nord_Asociaci_n_Tunecina_J_venes_Investigadores_03_12_2018,Asociación Tunecina Jóvenes Investigadores,Google Maps,California Gym Centre Urbain Nord,03-12-2018,5,Meilleure salle de sport en tunisie
google_California_Gym_Centre_Urbain_Nord_mokhtar_Ghezal_04_12_2013,mokhtar Ghezal,Google Maps,California Gym Centre Urbain Nord,04-12-2013,3,Y at-il une succursale à Sousse
google_California_Gym_Centre_Urbain_Nord_Med_Yahya_Chaker_02_12_2020,Med Yahya Chaker,Google Maps,California Gym Centre Urbain Nord,02-12-2020,5,Meilleure Gym en Tunisie sans concurrence
google_California_Gym_Centre_Urbain_Nord_Tahamatha_Bouri_03_12_2017,Tahamatha Bouri,Google Maps,California Gym Centre Urbain Nord,03-12-2017,4,Rien à réclamer Tout est bon
google_California_Gym_Centre_Urbain_Nord_TT_Veille_03_12_2019,TT_Veille,Google Maps,California Gym Centre Urbain Nord,03-12-2019,5,La meilleure salle de sport du pays
google_California_Gym_Centre_Urbain_Nord_Wissem_baghdadi_03_12_2019,Wissem baghdadi,Google Maps,California Gym Centre Urbain Nord,03-12-2019,5,Du sport de la vie du confort du bien-être
google_California_Gym_Centre_Urbain_Nord_Rabia_Abidi_02_12_2021,Rabia Abidi,Google Maps,California Gym Centre Urbain Nord,02-12-2021,5,Tout à bien bonne continuation 🦾🙏🥊 …
google_California_Gym_Centre_Urbain_Nord_Don_Juan_CORASSON_03_12_2019,Don Juan CORASSON,Google Maps,California Gym Centre Urbain Nord,03-12-2019,5,J'y ai pas été
google_California_Gym_Centre_Urbain_Nord_Mohamed_Koubaa_02_12_2022,Mohamed Koubaa,Google Maps,California Gym Centre Urbain Nord,02-12-2022,1,Pas d eau chaude
google_California_Gym_Centre_Urbain_Nord_AMIN_Ben_Khalifa_01_12_2024,AMIN Ben Khalifa,Google Maps,California Gym Centre Urbain Nord,01-12-2024,5,Bravo à toutes l équipe
google_California_Gym_Centre_Urbain_Nord_Atef_Bayar_03_12_2019,Atef Bayar,Google Maps,California Gym Centre Urbain Nord,03-12-2019,5,Parmi les meilleures salles en Tunisie.
google_California_Gym_Centre_Urbain_Nord_Azaiez_Houssam_02_12_2022,Azaiez Houssam,Google Maps,California Gym Centre Urbain Nord,02-12-2022,3,Bonne salle de gym.
google_California_Gym_Centre_Urbain_Nord_Mohamed_frigui_01_12_2024,Mohamed frigui,Google Maps,California Gym Centre Urbain Nord,01-12-2024,5,Bravo lac 1💪💪 …
google_California_Gym_Centre_Urbain_Nord_Bouissa_Mohamed_02_12_2020,Bouissa Mohamed,Google Maps,California Gym Centre Urbain Nord,02-12-2020,5,Très bon service
google_California_Gym_Centre_Urbain_Nord_fawzy_mejbri_03_12_2019,fawzy mejbri,Google Maps,California Gym Centre Urbain Nord,03-12-2019,4,Je metterai 5 si seulement ...
google_California_Gym_Centre_Urbain_Nord_ramzi_ben_amara_02_12_2023,ramzi ben amara,Google Maps,California Gym Centre Urbain Nord,02-12-2023,5,Cours collectifs très intéressants
google_California_Gym_Centre_Urbain_Nord_Hachemi_Baccouche_01_12_2024,Hachemi Baccouche,Google Maps,California Gym Centre Urbain Nord,01-12-2024,5,Parfait ☺️💐☺️💐 …
google_California_Gym_Centre_Urbain_Nord_Ben_yousef_Mohamed_ali_01_12_2024,Ben yousef Mohamed ali,Google Maps,California Gym Centre Urbain Nord,01-12-2024,5,Bien
google_California_Gym_Centre_Urbain_Nord_Lakhal_Mohamed_03_12_2019,Lakhal Mohamed,Google Maps,California Gym Centre Urbain Nord,03-12-2019,5,Meilleur salle de sport en tunisie
google_California_Gym_Centre_Urbain_Nord_Takoua_Haddad_02_12_2023,Takoua Haddad,Google Maps,California Gym Centre Urbain Nord,02-12-2023,4,"Propre, organisée et professionnelle"
google_California_Gym_Centre_Urbain_Nord_Mohamed_Sofiane_Ben_Khelil_02_12_2021,Mohamed Sofiane Ben Khelil,Google Maps,California Gym Centre Urbain Nord,02-12-2021,5,Équipe très Professionnel
google_California_Gym_Centre_Urbain_Nord_Rey_02_12_2021,Rey,Google Maps,California Gym Centre Urbain Nord,02-12-2021,1,Service personnel presque 0
google_California_Gym_Centre_Urbain_Nord_Mehdi_Bouricha_03_12_2017,Mehdi Bouricha,Google Maps,California Gym Centre Urbain Nord,03-12-2017,5,Bonne salle de sport
google_California_Gym_Centre_Urbain_Nord_pitchou_tamtam_02_12_2021,pitchou tamtam,Google Maps,California Gym Centre Urbain Nord,02-12-2021,4,Un des meilleurs salles
google_California_Gym_Centre_Urbain_Nord_Yosra_GRISSA_03_12_2018,Yosra GRISSA,Google Maps,California Gym Centre Urbain Nord,03-12-2018,5,Excellente ambiance
google_California_Gym_Centre_Urbain_Nord_Mohamed_Ben_Zakour_02_12_2020,Mohamed Ben Zakour,Google Maps,California Gym Centre Urbain Nord,02-12-2020,2,A cause de son emplacement
google_California_Gym_Centre_Urbain_Nord_Tarek_CHAABANI_03_12_2019,Tarek CHAABANI,Google Maps,California Gym Centre Urbain Nord,03-12-2019,5,Piscine pour enfants
google_California_Gym_Centre_Urbain_Nord_Amen_Sghaier_02_12_2020,Amen Sghaier,Google Maps,California Gym Centre Urbain Nord,02-12-2020,5,Excellent cadre
google_California_Gym_Centre_Urbain_Nord_Hichem_Haouari_03_12_2018,Hichem Haouari,Google Maps,California Gym Centre Urbain Nord,03-12-2018,4,Mouv mouv mouv. ...
google_California_Gym_Centre_Urbain_Nord_Bahaeddine_Maaroufi_02_12_2020,Bahaeddine Maaroufi,Google Maps,California Gym Centre Urbain Nord,02-12-2020,5,good ...Bravo
